M01,M02,M03,M04,M05,M06,M07,M08,M09,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M0100
gene 283,4.9095175311117,0,14.2127588067699,7.23576746381243,0,17.6342255553979,11.8576491983933,0,0,12.411767697334,15.2812362083344,17.355735206655,0,0,11.572395773306,17.5338959811884,0,0,14.9945395804947,15.1511799858249,0,0,0,0,10.8389232213179,0,11.434489683899,0,5.7251037962318,0,0,0,9.84277617932124,4.36622166430829,13.8800785301408,9.17765632768466,13.5268315549656,17.784584833193,0,0,9.05754537109095,0,11.8055008938517,8.48322991273985,0,9.97221258777133,0,4.47197283704833,4.71549589483126,11.2377484091315,0,0,0,10.5295088539796,5.12189141069356,0,0,9.41245746596106,14.9823840992339,0,10.9760222201874,0,13.6283582062245,5.04146825880942,5.10521483726558,4.87749320932616,11.5464499348397,0,4.80558155814028,0,0,9.01223908923579,0,8.43480947907161,4.67042907725389,0,0,0,0,0,7.44355319160813,11.672549038777,12.421346989897,9.04195218897827,16.9986160325734,14.8147373549571,0,0,13.2238849541489,9.35143899733433,9.35379001774811,0,8.59940651408548,0,11.0687269209097,0,0,0,8.40786143510424,0
gene 284,0,0,0,10.6002077365575,10.0779385838438,15.8304509101649,4.58716487960085,0,7.87615048944837,8.47234951472123,15.2812362083344,10.3147933625414,10.7309409870101,0,0,4.73832768987693,11.2354785061874,10.806247755013,12.2275203714668,0,12.1339691547329,15.4986145097968,0,21.4887775748951,13.1049297013857,0,13.5303706108538,14.0318210173074,11.4502075924636,12.6756118800451,0,14.9330572389935,0,11.2865192720733,9.8883674601198,13.766484491527,0,18.7919333676701,17.1399489012226,0,0,12.3647696395596,0,0,0,12.0570228482647,0,11.5598820880135,10.9490423995347,11.2377484091315,0,0,16.0263496341946,0,0,5.94577947050294,0,0,16.9202753486277,0,9.45423094225477,0,18.9005268363002,0,0,4.87749320932616,0,11.2591045753124,0,20.6591507853263,7.61047401698156,12.650276882963,14.6567352607388,24.713545078281,14.0112872317617,4.73864204389183,13.2824536665736,18.2501391336358,0,0,13.1843470621865,0,14.0255647996249,12.6919844913688,11.8744766447467,0,14.0884721630019,0,0,0,7.41270320887531,0,0,11.6082668648369,0,8.45832290951679,7.81539315141698,0,19.6299813938376,11.0682694095434
gene 285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65399758881732,0,0,6.06698457736643,0,0,0,0,0,0,0,0,0,0,7.46652861949676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27259181569954,0,0,0,0,0,0,0,0,0,4.67571949866717,0,0,0,0,0,0,0,0,5.30476994331328,4.76684417313116
gene 286,0,19.9772178744169,27.6393925855569,24.1292405284066,24.9640430741923,0,0,25.153134160058,0,0,0,22.7860175921369,0,21.69551680171,0,0,22.6427661144719,25.9924020119915,0,22.196077486865,0,28.7618214561262,28.8617498054145,32.0822078494087,0,27.6517734503385,25.9658378210185,0,0,0,24.174183933656,0,0,27.4434593368878,24.9404113329419,24.5848855280415,28.2258297840028,31.7606127081247,21.6417485106899,0,28.5483900680119,0,24.6266660103529,24.211560892005,0,0,25.1623075523065,0,0,0,0,25.3769642320973,27.5012695585384,22.8753821704045,0,30.248932118453,0,27.7991782436253,24.3166360153176,29.4047776652721,22.4769022749472,0,0,21.4157917247491,30.8579305404297,0,25.5068232677773,0,22.316429664237,24.5561330429281,22.5699815150356,0,0,0,0,22.2737012731625,0,0,0,0,0,0,27.8102214002689,24.5320132383772,0,30.7808367589188,24.1165894811124,22.422172449622,0,0,0,0,29.0680489835577,0,0,25.9251382454719,23.7048944168615,30.7624446192531,23.6562588148081,29.9615329427692
gene 287,0,22.7774030319188,0,0,19.6867017381698,25.8585421993555,22.2843598066177,21.0573287176338,0,16.036372174483,17.2820046993588,24.5375385772601,15.3525057161844,17.1091344082908,0,0,0,24.7682405214649,0,16.5349246681794,0,18.6151805522526,0,25.542254206974,17.2739121759894,23.1313208347395,0,0,0,0,22.4522867386122,0,0,0,14.8325511901797,16.4507768896278,17.8300308070459,26.4363799764929,18.0071984378693,19.7952984778653,0,19.1333833834882,20.6590674722461,17.7800293506611,0,0,0,22.1550313294551,0,0,0,0,0,18.5358781230243,25.8368389120952,0,18.5688139108913,20.6712504594524,0,23.9467469374921,0,0,19.5093421994702,24.9764234467261,0,20.7192376005309,0,23.79367150827,19.222326232561,17.5659419507243,0,0,0,0,24.3303824754315,0,0,19.3822828118027,0,18.9020439408921,20.6279002537946,0,0,0,0,0,19.5212952084768,0,21.1906361410171,0,23.5921016796212,0,25.7982195422565,0,0,0,19.7238563003502,17.4081369155356,0,0
gene 288,16.309064218942,0,16.0483375746549,4.56526098284355,0,14.2963217065374,0,0,4.96929768739937,8.47234951472123,0,10.3147933625414,0,0,0,0,0,0,7.49726979024732,12.3552551202991,0,0,11.8821995534202,19.0276524948038,14.0042104385369,0,0,9.99647098915659,14.7991786259956,7.77201584083412,15.3260700081522,16.8882387433633,0,0,0,10.6549290362359,0,19.6930373377639,0,10.7615804227928,0,12.3647696395596,7.23850973225526,16.0569664750049,13.271662388325,0,0,0,7.47388416561209,0,0,0,0,0,0,15.3696169688078,6.92829000459425,0,0,10.587562266248,0,0,0,7.99053813878891,0,4.87749320932616,12.8544635657474,4.84903240548392,15.233333127619,5.28787542926028,7.61047401698156,13.5183586338537,0,0,4.67042907725389,0,0,8.06864399667718,0,0,0,0,11.4373554711764,0,0,12.2530837168391,0,16.2454642970565,0,0,0,9.62931335459766,10.8512428655855,0,0,0,0,0,12.3172943682932,0
gene 289,7.78140118344516,0,0,0,0,0,0,11.580279370537,0,16.9446990294425,0,0,9.24312945834845,13.8817997552426,0,0,4.34647640074196,0,0,0,0,0,0,5.5002250636476,0,4.76150912445717,17.6034180171711,0,0,0,0,0,15.686359965639,12.2575338800904,0,9.17765632768466,7.63691138578172,9.39596668383505,0,4.16314759683766,11.7067075664253,7.58142379368756,18.667406669344,0,12.2203107724288,0,5.03246151046129,8.94394567409666,7.47388416561209,0,0,0,0,11.7223206000568,0,0,0,0,11.1951630606812,14.8615225203714,0,0,15.8165058902275,0,0,4.87749320932616,4.97278531590352,4.84903240548392,0,5.28787542926028,0,0,0,0,0,11.0027860933269,8.14409917869689,0,0,0,0,0,0,15.0183575045976,0,0,0,14.6711161407068,11.3944155734419,0,10.8594139179432,7.63105028736536,0,11.6082668648369,0,0,0,0,12.3172943682932,0
gene 290,0,0,0,0,24.4792170551882,26.3222062299273,23.5288669128631,25.153134160058,22.7840435516466,28.6385659634011,24.5250980205834,0,21.7233864129705,0,0,0,0,23.4765980685386,0,0,0,23.5044490689351,26.0951960597109,0,0,0,20.7214773302907,24.2813330418335,0,0,22.4522867386122,0,23.6749518581312,19.7508742123769,0,23.5373983684753,0,25.1825424093641,0,22.4490133200273,0,0,25.9059164015994,0,0,0,25.1623075523065,0,25.0955300840285,0,0,25.3769642320973,0,25.8504260385615,29.0535466368444,0,0,20.6712504594524,0,28.1731225405573,0,29.4332253533474,0,22.8053940182192,0,23.4478409871567,25.7089271314949,0,19.222326232561,23.5809188846586,0,0,27.1976935418005,0,0,0,0,0,0,0,26.7713124053299,27.1076824853571,0,22.8055852248012,24.4472060426915,0,0,26.026208390861,0,0,0,0,0,0,0,28.7766820803165,0,21.2803860824698,23.9964555012066,0
gene 291,22.7990933756607,0,24.0725063619824,18.2610439313741,0,0,0,0,26.0785140561948,26.4824452862714,19.7044047229874,20.3679609519665,0,19.8096741171621,0,24.6840971314821,22.2943075858779,21.612495510026,0,22.4665278041822,26.2210710961683,24.6633973535179,19.7359062627824,22.0009002545903,22.1961483972888,0,18.9146464090728,0,21.7975021178739,0,19.7622157092739,0,0,0,0,21.3098580724718,16.0062275789178,21.9369280291325,0,22.1559721587731,22.4364289293102,22.7442713810627,24.3051985720022,19.1878742294097,21.9536514768328,0,0,18.99661645387,25.0955300840285,0,23.2773128200541,24.5138905567798,0,0,25.3748555290602,17.8373384115089,20.7848700137828,20.9871052163928,0,0,20.0804438690269,29.4332253533474,0,22.8053940182192,24.5425796760902,0,0,0,0,0,0,22.3242008221081,24.2448043272652,0,20.8274590997091,24.4984239756021,22.207598622645,16.1372879933544,0,0,0,25.1354662198169,0,19.2047787394011,0,0,16.4463013907827,23.2531689267453,18.0173794556843,24.1731191358908,0,0,0,26.7845905946823,24.4515035326182,0,24.6548203754379,25.2037611560784,0,22.6658077835822
gene 292,21.8936577104937,17.6644197496169,0,9.13052196568709,0,25.6967682066039,0,20.2649404726215,0,0,20.4779556927304,13.3270191078528,22.677512506581,0,17.2416673581364,22.004112371816,10.0922056686477,0,18.0097428329718,0,26.2210710961683,18.0924434117889,0,0,16.7348564247874,0,0,0,9.07407482976373,16.9636551830708,17.8910220763498,0,19.9254129324358,19.4708669437956,18.8242622602007,14.5462411238864,18.8247843460212,24.2312765509136,9.0035992189347,17.9928245619355,0,23.4713547466527,0,0,21.6752338276141,22.0292354360361,11.6850137675794,23.7995178810606,21.028431490965,0,12.9614433333143,10.5575580099818,0,21.3156134071263,0,24.7934544671128,0,18.3867207776642,0,15.881343399372,18.4683229785031,0,23.1570381297097,0,0,11.3251885153567,12.8544635657474,15.3710690549474,24.2412473519803,20.1328185428216,0,0,0,24.4001262772302,20.5140070078748,18.0416921096807,19.0141710328277,16.1372879933544,24.3081675762116,0,17.8807062430638,0,15.3065079820474,16.729599504814,13.7810238733838,26.1438682250711,0,17.5318004027196,19.0508933022981,0,17.8065992319833,21.4706322196297,17.198813028171,17.9226917062747,23.8352060627585,12.3912190921239,7.81539315141698,17.4081369155356,22.5342781946891,0
gene 293,36.5818515815551,0,0,0,34.4942141548657,35.2684511107957,33.5868914078302,33.7395615350436,0,0,33.7989762381401,0,0,30.6545417454624,35.9316241704284,0,0,35.902080038763,0,34.7774380824162,0,0,0,37.0795856843565,35.4071370095033,0,31.8519596398028,0,0,35.1091167282864,37.129032888059,36.1102865068911,34.2380491189495,32.7806956092132,0,32.37547874389,33.1630149256069,37.6888076525223,33.6542538400065,0,0,36.7336092324266,0,36.0099977284737,0,32.0367534415844,34.697905015492,0,0,36.0626308809786,0,38.6982901035247,31.5475959824758,33.9741500540933,0,40.0832760088173,32.5350732295469,0,32.3413054474501,0,0,0,35.3258480896976,35.8374004158177,0,0,36.8029845855164,0,33.5846942464098,0,34.1828377881078,34.4441297729924,0,38.6721830755962,32.900343126688,35.68852083739,36.2525421656955,0,0,0,36.356709555044,0,32.8580510544739,31.5956764008193,0,0,0,34.1214947012964,34.4145210951659,0,0,35.1651967487375,0,35.9941025315433,0,38.369272303989,0,33.5868969432883,35.4703470225499,33.6829460843588
gene 294,18.6922757370063,21.7711634708262,0,16.8934730645942,18.0645159538254,0,0,12.576567080029,18.9198800092895,0,21.8067048028235,0,18.4862589166968,0,0,0,0,20.4418346949327,16.363978424748,0,0,0,21.2986199125485,0,0,0,9.4573232045364,14.0318210173074,13.2932793506169,25.7337165689881,19.3393471469247,19.6439123009269,0,17.4648866572331,0,15.2437572000782,20.4680211542116,0,17.5880385575421,0,19.891807170526,21.0099732980003,14.4770194645105,0,0,0,21.3775317106344,16.0318549250618,0,0,22.8169933903419,20.6236120508945,18.3682486253322,0,0,0,22.4214517636005,18.8249149319221,19.0226008108671,26.2264309577186,23.1954384496305,0,0,21.4157917247491,0,20.3387808779343,0,24.2451620274197,0,0,22.5699815150356,13.5183586338537,20.3972289725785,0,0,14.2159261316755,0,16.1372879933544,0,17.5151708854455,10.9046083257613,16.6996422827404,0,21.9628159464544,0,21.1084636838135,0,18.6193820834663,16.3113963708204,20.2081234651023,0,0,0,0,0,19.1315380873752,17.0583330317225,0,17.6220643116064,0
gene 295,0,5.57250399980428,0,0,0,0,0,4.47986358305249,4.96929768739937,0,0,0,4.62156472917422,0,0,4.73832768987693,0,9.30799517763464,0,0,0,0,0,0,9.33614029235791,0,4.07304740631736,0,0,0,4.83483678673119,0,0,4.36622166430829,7.83634580882059,0,0,5.92819494439767,0,0,0,0,0,0,0,0,0,0,7.47388416561209,4.83983480533951,0,5.27877900499088,9.64882392178211,0,0,0,4.37126430527024,9.41245746596106,12.1583180076588,0,7.49230075831572,0,8.35618957614862,0,5.10521483726558,0,0,0,0,0,0,9.01223908923579,0,8.43480947907161,0,0,0,0,0,5.27259181569954,0,5.02709324396336,0,4.52097609448913,4.59367462446127,12.2530837168391,0,9.78074409380455,10.2349699995322,0,0,0,5.42562143279274,0,0,0,0,0,10.6095398866266,0
gene 296,0,32.9161714704347,28.9986674807056,0,0,28.9075875224445,25.7555998060744,0,24.1407537245176,0,0,24.6753705875247,22.677512506581,20.5842607945408,24.6915141638916,0,26.8174334131168,26.5298327034271,0,25.262452669708,0,0,27.2397196892588,0,25.009428569359,0,27.4583146237354,0,0,0,0,0,24.9368354710041,21.6311192596474,0,22.9441408192117,24.7147045152051,31.5494272265592,24.4279565535844,0,24.1018025905629,0,0,23.5090978683795,24.6274903657985,25.0510854967543,21.3775317106344,0,21.6203718501059,26.2622250227944,0,27.70264957768,29.0543833100599,29.4393374226579,0,23.2295098968701,27.8669823109371,21.2889172530131,0,26.7039184171015,0,32.0637385253957,26.1193583748591,0,0,0,0,26.4729608342959,26.0763578347831,0,25.5541664032782,24.1417697993164,28.8376024884234,28.1277069432753,24.8556877214163,0,0,27.623744105925,29.8193797190472,19.5109081723603,22.8148236469951,26.1884078190954,0,27.7103419959665,25.7921501346249,21.1084636838135,22.7966784600606,0,24.4844146473944,26.9082397065017,0,0,26.357565807264,0,27.0406853803008,0,29.0071015429668,23.9331691471724,28.4205808438359,0
gene 297,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9408998776213,0,0,0,0,0,0,9.61594304757938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56699116159641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42562143279274,0,0,0,0,0,0,0
gene 298,14.7285525933351,0,0,0,0,0,9.1743297592017,0,14.9078930621981,0,0,4.44233970261759,7.32500679039667,0,11.572395773306,0,0,0,0,0,6.06698457736643,9.77853703336509,0,0,0,9.52301824891433,0,0,0,0,0,9.42171012386665,9.84277617932124,0,0,0,0,9.39596668383505,0,12.489442790513,9.05754537109095,13.4285495043128,10.604225087213,0,0,6.80709408514382,0,0,10.9490423995347,9.67966961067903,8.84756150879942,0,12.470924006934,15.0643214854149,0,5.94577947050294,4.37126430527024,0,12.9926407724189,0,4.72711547112738,0,0,0,0,0,4.97278531590352,4.84903240548392,0,0,4.80167449609616,14.2840610039721,0,15.9653167981585,9.34085815450778,4.73864204389183,11.9308896468916,0,0,0,4.69635918087735,0,10.2735405222819,0,14.5616040405709,13.6411467676231,8.8888362700011,0,13.9729078441178,7.41084006927818,0,0,18.0235242698172,0,11.0687269209097,5.33660758892924,0,12.1605497080451,0,0
gene 299,0,0,35.988233187902,0,0,0,33.2037560045684,0,39.3807524472418,39.3294807463897,0,31.3899685530076,0,30.7524953252104,0,33.9258166110132,33.3480156853337,33.5527785803281,0,34.4587728392171,0,34.334241860805,41.916136902183,34.4687363996595,33.6085755352009,0,0,36.2741335132675,0,36.0351942703254,0,37.4984153946821,32.7301484228219,30.7573862158689,34.9890765355729,0,31.8007205260266,40.2012223698589,32.628717249468,32.8166064676799,0,35.4009659073404,35.2933444135102,0,33.6052758873699,0,34.6366362361575,33.8181427082911,0,34.4544987809282,0,36.5231499953284,0,34.4641807545573,35.5588054135126,0,33.7807828369999,0,0,37.5194770707286,32.2998600984699,42.6336633779319,34.3101907530312,36.6823502363386,32.9767861397696,0,36.8873880615626,0,0,29.3719739084293,0,32.4425842679122,39.1554536975869,0,0,0,36.6327833854626,37.1817040844889,0,34.4783152290079,0,38.1679894771324,32.2347944716328,0,31.9453151245464,38.3476749480709,32.0418252816421,34.9150623611944,0,34.0211167564688,0,30.6936261661778,34.7749288342562,0,34.5057737054921,0,0,33.0876328008791,0,0
gene 300,0,0,0,20.0520753544758,21.778062952032,22.3996661242437,0,24.6027526897213,0,0,0,20.6295867250828,22.4514736220804,17.516880997407,0,0,0,0,0,0,19.2318860951588,20.3878830264794,0,18.2713521671346,19.0805632628565,21.8313407824778,0,0,0,0,18.8891783733822,21.8765334384907,0,0,23.7684459902606,23.1478578044327,22.9107341573452,0,0,19.5686243166594,20.7642529375163,0,24.3051985720022,0,22.2211479302802,0,0,24.4144299042688,19.2744142481912,0,18.5436331357694,22.0121125500003,20.4937523048555,25.5938303393945,25.1325607948603,19.7514518690683,22.599108619729,23.7400725450028,0,21.175124532496,22.7249218272589,18.529157330817,0,0,0,24.8140654608978,21.1240315618749,0,0,0,0,0,0,0,0,22.5317098317277,0,0,21.7859673054911,0,0,19.1399282060465,19.7310810534114,0,22.5406588140545,27.6939218332025,19.8195787576665,19.9892140216024,20.9593617661767,18.2675245370461,25.3780705480955,0,0,0,18.1498178242601,20.8495420016407,20.9463779623664,25.0361740731111,0,23.6158818147156
gene 301,4.9095175311117,0,5.06268683560428,0,0,0,0,0,0,8.47234951472123,0,4.44233970261759,0,8.75844049870353,0,13.3021675624978,6.88900210544546,0,7.49726979024732,0,0,0,0,5.5002250636476,0,7.54681340910623,0,0,0,0,7.6630350040761,0,0,0,9.8883674601198,0,0,9.39596668383505,9.0035992189347,0,0,4.78334584587208,0,0,0,0,0,7.0879092509652,0,0,0,5.27877900499088,0,0,0,5.94577947050294,4.37126430527024,0,0,0,4.72711547112738,0,0,0,10.2104296745312,0,0,0,0,5.28787542926028,4.80167449609616,0,0,0,0,0,0,10.1814951369587,0,8.35686030949304,0,0,4.42457307136391,10.4973814101085,0,5.2771159209534,0,7.75105630891507,0,0,9.35379001774811,0,0,0,0,0,7.81539315141698,0,8.40786143510424,0
gene 302,0,0,11.755194799206,16.3662894294995,0,0,17.9215513286182,11.580279370537,14.9078930621981,0,18.8339213086901,0,0,11.3201201269731,11.572395773306,0,0,0,0,13.418216421156,9.61594304757938,17.5278442882634,0,0,0,0,0,0,16.072398321642,0,0,14.1325651858,14.6647138664152,0,0,0,15.2738227715634,0,0,10.7615804227928,4.52877268554547,0,18.2679646463856,0,0,11.1018922788213,0,0,14.9477683312242,7.67095667614821,8.84756150879942,12.2569452783899,0,15.6878742017829,0,16.6919132619855,6.92829000459425,10.9275247160737,16.0261613192661,0,7.49230075831572,0,13.6283582062245,5.04146825880942,0,19.5099728373046,13.9603733329376,7.68553452747372,0,15.8636262877808,0,17.156396427581,0,8.43480947907161,14.0112872317617,18.0416921096807,17.0692441347683,10.1814951369587,0,0,0,18.6024555067609,0,19.5393335990867,13.7810238733838,0,0,0,0,0,0,0,14.0250279468782,11.6082668648369,15.1111631225735,16.9166458190336,0,0,0,0
gene 303,0,26.7890045316448,0,26.743212075295,0,27.03160584838,26.2749155423197,0,27.9011646437802,0,0,22.9665630934626,25.9487449801101,20.822699632864,26.7018226404282,27.1407640952693,0,29.8292899625724,0,0,0,27.3063813216286,29.4333745934175,27.745302966212,28.0084208770738,29.378154191584,0,29.0265275010423,30.4685907393123,0,0,27.4778994489283,26.1546388822781,26.579212138139,0,0,0,31.7606127081247,0,22.9954036833426,0,29.1184400935955,23.791527477576,21.877417936595,26.4026953552066,0,31.8148598094245,23.636175155627,29.2806518547695,26.4227471652519,28.8595026225092,24.5138905567798,25.3181642657465,27.1058444987118,0,24.7934544671128,0,0,0,0,24.9847065999148,29.4332253533474,0,0,27.5289389140158,0,24.6361546643952,0,0,26.6741277192607,0,22.5305977230895,0,0,0,23.2519980811279,26.3560744097092,0,24.8396829266628,0,0,0,24.1556541247753,24.0603096935758,26.1859652814959,17.5301996377925,0,0,0,22.7145564630726,0,25.2669692445814,28.0500558937565,28.6362137413015,25.8672277158816,31.6500178835842,25.877342037454,0,0,0
gene 304,27.2703513454291,0,23.510389598412,25.3581477603017,0,0,25.6191438371959,23.3376404202913,0,28.8244030248763,18.3540903543316,25.7982433374482,24.920944009626,0,22.8512677808337,23.9019923344085,20.8950547187141,22.3734182158452,27.0944990593765,0,0,24.8739718995177,26.8749329270646,22.9355260064638,25.330184506688,27.0093050235994,0,24.9911774728916,21.7975021178739,25.3512237600902,20.8958169427684,25.4024258266486,19.9254129324358,0,0,23.345492768431,19.2734184747132,29.369441520789,24.1186255220908,0,0,28.2547005925248,22.6257707623504,0,24.4406215448577,21.6646547520182,26.9616742535353,24.4144299042688,25.8968107307589,0,20.6565568592072,22.4238705726891,0,0,0,25.2572402016175,0,22.6245118638229,25.1509587800777,22.0746702991775,20.4302531624421,19.8006570368769,24.4831929263139,24.4913569888351,0,23.1919315029122,26.0968168777784,21.6239284288119,0,25.6883983399486,0,0,27.3985606977384,0,25.497888176963,0,0,0,25.8148334620968,27.2589042503852,24.279824744971,26.932913486598,22.3192903818599,24.5320132383772,24.7705517120592,26.8471311568211,20.1046007922983,0,23.1326632284969,0,0,22.8931508620961,0,0,20.602809346013,0,0,22.8536078784533,0,0
gene 305,0,0,0,0,0,0,4.58716487960085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71765047140808,4.66807014617895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05754537109095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70622873298053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27482680894591,0,0,4.73864204389183,0,0,0,0,0,7.9677542793106,0,0,0,5.2771159209534,0,0,0,0,0,0,5.42562143279274,4.99940841854536,0,0,0,0,0,4.76684417313116
gene 306,0,49.0069175911782,43.8698820740223,0,44.4606765739428,42.8889651196122,43.2109104950625,0,0,0,43.5738561891931,0,43.2057523002324,36.7140876021796,0,0,39.9433555721309,43.4883306246358,0,41.9089848476346,49.3514390305039,41.0112688306271,53.1283709308979,47.0098431246248,40.5164219368558,43.270037236779,39.5103508341125,44.5934620486674,0,0,0,42.8595104916464,39.4003896608407,0,41.2776459068423,39.2379076706509,41.4553227367467,0,39.5760536584609,0,41.9565545947102,43.7542446790631,42.5422057197732,47.5591095912611,0,39.0628947042693,44.3388626369968,0,41.6812291763481,41.1185348602473,48.4896946618632,0,45.4660605652003,0,44.8072938154032,46.8684572161985,38.9212208906103,42.9035998901094,0,42.0769164897042,43.2157957092778,53.0223512285338,0,44.0186677524515,45.1581270509663,0,0,42.9375437367239,42.5826758205297,0,0,40.4138847259825,45.3507811103123,45.5663042684409,41.2533863583406,41.0619251016196,43.7160647713987,45.8023695657555,0,45.5182598214295,42.0384481517823,0,40.6391521060664,41.2499343339986,0,0,39.2005633345084,41.4097414863205,38.6934273598737,42.7697644258568,40.0089139033808,0,44.4348876574718,42.7678835222715,41.6548459206897,0,42.2763462740052,0,43.6264368950443,0
gene 307,0,0,30.1442312771992,28.4361829369275,0,28.2625763115908,28.5726183384441,26.9793862493337,0,32.072744348966,29.7433161011219,0,28.697390662043,27.1925639161678,26.342231024493,30.6069036994557,30.276617005943,0,0,0,29.7700295663812,28.641242050802,31.8297510183494,31.1996160375815,0,0,0,0,27.8124454372269,0,0,0,0,29.1947434601962,0,26.8812681736946,0,29.0890040215989,0,0,0,0,24.3051985720022,31.3538014833265,21.384965114941,24.716080449109,27.7971129445051,27.4099871623596,0,29.861417768315,26.2387466616623,0,28.9464717653464,0,28.6055714614894,0,0,23.5311436649027,0,0,24.4388324588863,30.2617566679071,27.8655317756188,29.2775955071941,24.5425796760902,0,24.8639265795177,0,25.0344530218582,28.6934120690503,0,0,29.7610520002787,24.0733665615159,30.3197394663588,0,27.7076384293912,0,30.1068585295834,0,29.342511739217,28.3721913215174,28.7236783932707,27.7103419959665,25.9260389630768,28.0844314796993,0,29.1182351980846,28.1770900630759,0,0,0,28.8747671354027,0,0,0,0,30.0716523924883,0,24.6442268686505
gene 308,26.1280992811654,0,26.373830974864,0,20.1558771676876,22.6591338031077,0,21.3012473624536,0,27.1948158487144,0,21.3559036348306,22.2175019484036,19.2349253994133,25.1410563980386,0,22.6427661144719,21.8758351146098,0,0,19.2318860951588,22.4171128049461,26.4939281937402,0,0,0,0,0,24.3198259333334,0,0,22.3995858584903,0,20.7608928232949,0,21.569510161049,19.2734184747132,0,0,18.832256086505,23.5924301088833,23.6976343409238,20.9394832170446,20.3781901139747,0,0,21.3775317106344,18.2790227985159,0,26.8832924537003,25.2513814218754,23.5403540026551,19.2976478435642,0,0,0,0,0,21.8466669024423,18.3134738340747,22.4769022749472,13.2004380245846,23.1570381297097,19.6964649284014,27.1695862728795,21.080174934009,0,21.6239284288119,0,23.9200321201704,0,20.9257711391387,15.6625033182442,0,0,21.1316501599354,0,23.9287520659106,0,25.6141508357336,19.5834655640937,0,0,23.5518141313644,24.6108506928458,0,0,0,24.7494256765022,0,0,22.0750203192619,22.6244344609638,0,0,19.747794682207,25.4927144530092,23.5217139603622,29.9393586798996,0
gene 309,0,8.83220987480844,11.755194799206,4.56526098284355,0,0,15.2382318894267,14.200831574969,0,15.0065961186608,11.193303204523,10.3147933625414,11.9465715195709,8.75844049870353,0,9.47665537975385,11.2354785061874,13.0654230382105,15.7135523016103,12.3552551202991,0,0,0,0,0,0,16.9843022116626,9.99647098915659,0,16.2893934486332,0,0,15.1968459245374,0,13.8800785301408,12.8824693322393,12.45526600446,0,0,14.402124429554,0,12.3647696395596,14.4770194645105,0,0,13.6141881702876,0,0,13.238070610297,9.67966961067903,5.58218980245513,0,0,7.18750796862151,16.2360116374302,11.8915589410059,6.92829000459425,10.9275247160737,10.0559925454195,10.587562266248,4.72711547112738,0,0,5.04146825880942,0,0,4.97278531590352,7.68553452747372,14.4167446744208,5.28787542926028,0,0,13.4956612483607,12.3567725391405,12.072884026979,7.5105699439092,0,0,0,0,16.8362715533628,10.0541864879267,0,0,0,0,0,0,8.81592330276592,7.41084006927818,13.1297042231092,7.63105028736536,0,7.92387486918406,0,13.794930498446,11.4493440208261,0,0,15.8351135826745
gene 310,0,0,33.9921223933034,29.1037187800172,33.9017845690373,31.8641208758477,30.1370109105845,0,0,35.5144501776566,33.6903054285332,0,0,29.4031599300829,0,29.2351264787981,0,32.2003728236328,33.5754703859386,31.7554077416382,0,0,35.2351022719213,0,30.8779295489502,32.2895061521738,0,0,32.9473282855231,31.2606181053663,30.2988901015436,34.4925420289121,0,28.5514168674124,0,0,0,0,0,0,0,32.3745663740182,0,30.0517359112793,33.8480162871328,27.9496646655495,32.5068410002489,0,0,0,0,0,0,0,0,36.3199393101769,0,31.4682009041191,0,0,32.8732889680869,0,34.39331870108,0,33.1423047487307,0,0,31.8574427441471,0,0,0,28.5681220079442,35.4725203507466,0,25.6493103891049,29.0444782030076,35.1098110694515,33.2098071656218,37.3722708830614,0,32.6594036879089,32.7152904688438,0,0,0,28.4558841225802,30.5347735537845,0,0,0,0,31.0999455742273,33.5836447918864,33.2153505667645,31.8077265928524,33.7376494478408,0,0,30.8066818406836,33.093884816655
